imdb_id,title,original_title,is_adult,year_of_release,runtime,genres
tt0073707,Sholay,Sholay,0,1975,198,Action|Adventure|Comedy
tt0246825,Om Dar-B-Dar,Om Dar-B-Dar,0,1988,101,Drama
tt0403935,Action Jackson,Action Jackson,0,2014,144,Action|Thriller
tt0443331,Milenge Milenge,Milenge Milenge,0,2010,109,Drama|Romance
tt0839742,Bhopal: A Prayer for Rain,Bhopal: A Prayer for Rain,0,2014,96,Drama
tt0988655,A Flat,A Flat,0,2010,103,Drama|Horror|Romance
tt10017956,Gone Kesh,Gone Kesh,0,2019,110,Drama
tt10196464,Ramprasad Ki Tehrvi,Ramprasad Ki Tehrvi,0,\N,\N,Comedy|Drama
tt10324144,Article 15,Article 15,0,2019,130,Crime|Drama
tt10443846,Yeh Saali Aashiqui,Yeh Saali Aashiqui,0,2019,\N,Thriller
tt10635372,Dee Saturday Night,Dee Saturday Night,0,2014,\N,Drama
tt10816510,P Se Pyaar F Se Faraar,P Se Pyaar F Se Faraar,0,2019,131,Crime|Drama|Romance
tt11007050,#Yaaram,#Yaaram,0,2019,\N,Comedy|Romance
tt11046300,Ujda Chaman,Ujda Chaman,0,2019,120,Comedy
tt1124386,Pankh,Pankh,0,2010,98,Drama
tt1127220,Mr Bhatti on Chutti,Mr Bhatti on Chutti,0,2012,\N,Comedy
tt1172587,Delhi Safari,Delhi Safari,0,2012,96,Animation|Comedy|Drama
tt1182884,Dulha Mil Gaya,Dulha Mil Gaya,0,2010,152,Comedy|Drama|Romance
tt1183917,Teen Patti,Teen Patti,0,2010,142,Crime|Drama|Thriller
tt1183944,Sadiyaan: Boundaries Divide... Love Unites,Sadiyaan: Boundaries Divide... Love Unites,0,2010,200,Drama|Romance
tt1185412,Veer,Veer,0,2010,169,Action|Adventure|Drama
tt1188982,Jai Ho,Jai Ho,0,2014,135,Action|Drama
tt1188996,My Name Is Khan,My Name Is Khan,0,2010,165,Drama
tt1189006,Toonpur Ka Superrhero,Toonpur Ka Superrhero,0,2010,95,Action|Adventure|Animation
tt1191118,Hello Darling,Hello Darling,0,2010,\N,Comedy|Drama
tt1191130,Right Yaaa Wrong,Right Yaaa Wrong,0,2010,135,Crime|Drama|Thriller
tt1194232,Jaane Kahan Se Aayi Hai,Jaane Kahan Se Aayi Hai,0,2010,94,Comedy|Drama|Fantasy
tt1194236,Paathshaala,Get Educated: Paathshaala,0,2010,122,Drama|Family
tt1198101,Kites,Kites,0,2010,123,Action|Drama|Romance
tt1221147,Tera Kya Hoga Johnny,Tera Kya Hoga Johnny,0,2009,155,Crime|Drama|Thriller
tt1227524,Aashayein,Aashayein,0,2010,120,Drama
tt1239276,Colours of Passion,Rang Rasiya,0,2008,132,Biography|Drama|Romance
tt1244093,Hisss,Hisss,0,2010,98,Comedy|Drama|Horror
tt1245732,Red Alert: The War Within,Red Alert: The War Within,0,2009,120,Action|Drama|Thriller
tt1279105,Ramaa: The Saviour,Ramaa: The Saviour,0,2010,120,Action|Adventure|Drama
tt1285241,Don 2,Don 2,0,2011,148,Action|Crime|Thriller
tt1285245,Lahore,Lahore,0,2010,145,Action|Drama|Sport
tt1286766,Fatso!,Fatso!,0,2012,98,Comedy|Fantasy|Romance
tt1292642,People of Allah,Allah Ke Banday,0,2010,123,Action|Crime|Drama
tt1309561,Lamhaa: The Untold Story of Kashmir,Lamhaa: The Untold Story of Kashmir,0,2010,152,Action|Drama|Thriller
tt1319716,It's a Wonderful Afterlife,It's a Wonderful Afterlife,0,2010,100,Comedy|Drama|Fantasy
tt1322257,Jhootha Hi Sahi,Jhootha Hi Sahi,0,2010,142,Comedy|Drama|Romance
tt1334470,Raavan,Raavan,0,2010,130,Action|Adventure|Drama
tt1345777,Ishqiya,Ishqiya,0,2010,118,Comedy|Drama|Romance
tt1351224,Pyaar Impossible!,Pyaar Impossible!,0,2010,140,Comedy|Romance
tt1363125,Naughty @ 40,Naughty @ 40,0,2011,108,Comedy|Drama
tt1363363,Chatur Singh Two Star,Chatur Singh Two Star,0,2011,150,Action|Adventure|Comedy
tt1368453,Chargesheet,Chargesheet,0,2011,\N,Drama|Thriller
tt1373156,Karthik Calling Karthik,Karthik Calling Karthik,0,2010,135,Drama|Mystery|Thriller
tt1375789,Race 2,Race 2,0,2013,150,Action|Crime|Thriller
tt1388903,Mirch,Mirch,0,2010,105,Comedy|Drama|Fantasy
tt1392744,Chance Pe Dance,Chance Pe Dance,0,2010,122,Comedy|Drama|Music
tt1395025,Agent Vinod,Agent Vinod,0,2012,157,Action|Adventure|Thriller
tt1395054,Once Upon a Time in Mumbai,Once Upon a Time in Mumbaai,0,2010,134,Action|Crime|Drama
tt1396208,Action Replay,Action Replayy,0,2010,129,Comedy|Romance|Sci-Fi
tt1397492,Well Done Abba!,Well Done Abba!,0,2009,144,Comedy
tt1425618,Apartment: Rent at Your Own Risk,Apartment: Rent at Your Own Risk,0,2010,97,Drama|Mystery|Thriller
tt1431122,No Problem,No Problem,0,2010,139,Action|Comedy|Crime
tt1433810,Dhobi Ghat,Dhobi Ghat,0,2010,100,Drama
tt1437367,Thanks Maa,Thanks Maa,0,2009,120,Crime|Drama
tt1438298,Guzaarish,Guzaarish,0,2010,126,Drama
tt1442583,Tum Milo Toh Sahi,Tum Milo Toh Sahi,0,2010,128,Comedy|Drama
tt1447508,Peepli (Live),Peepli (Live),0,2010,95,Comedy|Drama
tt1451797,Rann,Rann,0,2010,137,Drama|Mystery|Thriller
tt1455811,Khatta Meetha,Khatta Meetha,0,2010,157,Comedy|Crime|Drama
tt1455816,Prince,Prince,0,2010,138,Action|Sci-Fi|Thriller
tt1465488,Happy Husbands,Happy Husbands,0,2011,134,Comedy|Drama
tt1465493,Hum Tum Aur Ghost,Hum Tum Aur Ghost,0,2010,125,Comedy|Drama|Fantasy
tt1471247,Road to Sangam,Road to Sangam,0,2010,135,Drama|Thriller
tt1499201,Anjaana Anjaani,Anjaana Anjaani,0,2010,151,Comedy|Drama|Musical
tt1503640,Damadamm!,Damadamm!,0,2011,122,Comedy|Drama|Romance
tt1512220,My Friend Pinto,My Friend Pinto,0,2011,100,Comedy|Crime|Drama
tt1535467,Patiala House,Patiala House,0,2011,140,Drama|Sport
tt1558578,Knock Out,Knock Out,0,2010,117,Action|Crime|Drama
tt1562871,Ra.One,Ra.One,0,2011,156,Action|Adventure|Sci-Fi
tt1562872,Zindagi Na Milegi Dobara,Zindagi Na Milegi Dobara,0,2011,155,Comedy|Drama
tt1563732,5 Ghantey Mien 5 Crore,5 Ghantey Mien 5 Crore,0,2012,111,Thriller
tt1572311,Tees Maar Khan,Tees Maar Khan,0,2010,135,Comedy|Crime
tt1573072,Housefull,Housefull,0,2010,144,Comedy
tt1573482,Striker,Striker,0,2010,128,Action|Crime|Drama
tt1578261,Break Ke Baad,Break Ke Baad,0,2010,118,Comedy|Drama|Romance
tt1594964,Chase,Chase,0,2010,103,Action|Crime|Drama
tt1596723,Click,Click,0,2010,127,Drama|Horror|Mystery
tt1600439,Shaapit: The Cursed,Shaapit: The Cursed,0,2010,145,Adventure|Horror|Romance
tt1605778,Toh Baat Pakki!,Toh Baat Pakki!,0,2010,122,Comedy|Drama
tt1605790,Zokkomon,Zokkomon,0,2011,109,Action|Adventure
tt1606162,Aakhari Decision,Aakhari Decision,0,2010,\N,Action|Drama|Thriller
tt1606267,Lafangey Parindey,Lafangey Parindey,0,2010,126,Action|Drama|Romance
tt1607607,Mittal v/s Mittal,Mittal v/s Mittal,0,2010,\N,Drama
tt1608768,City of Gold - Mumbai 1982: Ek Ankahee Kahani,City of Gold - Mumbai 1982: Ek Ankahee Kahani,0,2010,145,Crime|Drama
tt1608777,LSD: Love Sex Aur Dhokha,LSD: Love Sex Aur Dhokha,0,2010,155,Comedy|Crime|Drama
tt1609147,Malik Ek,Malik Ek,0,2010,\N,Biography|Drama|History
tt1610418,Prem Kaa Game,Prem Kaa Game,0,2010,\N,Comedy|Drama
tt1610452,Band Baaja Baaraat,Band Baaja Baaraat,0,2010,139,Comedy|Drama|Romance
tt1612573,Rokkk,Rokkk,0,2010,180,Drama|Horror|Mystery
tt1612611,Phoonk 2,Phoonk 2,0,2010,110,Drama|Horror|Mystery
tt1618430,Dum Maaro Dum,Dum Maaro Dum,0,2011,128,Action|Crime|Drama
tt1620620,The Japanese Wife,The Japanese Wife,0,2010,105,Drama|Romance
tt1620719,Fearless,Dabangg,0,2010,126,Action|Comedy
tt1620907,Na Ghar Ke Na Ghaat Ke,Na Ghar Ke Na Ghaat Ke,0,2010,\N,Comedy|Drama
tt1620933,Paan Singh Tomar,Paan Singh Tomar,0,2012,135,Action|Biography|Crime
tt1620971,Sukhmani,Sukhmani,0,2010,\N,Drama
tt1627924,Mausam,Mausam,0,2011,161,Drama|Romance|War
tt1629241,Bumm Bumm Bole,Bumm Bumm Bole,0,2010,124,Drama|Family|Thriller
tt1629260,Ek Second... Jo Zindagi Badal De...,Ek Second... Jo Zindagi Badal De...,0,2010,\N,Drama|Romance|Thriller
tt1629295,I Am,I Am,0,2010,95,Drama
tt1629376,Seven Sins Forgiven,7 Khoon Maaf,0,2011,137,Drama|Mystery|Thriller
tt1629391,Tere Bin Laden,Tere Bin Laden,0,2010,95,Comedy|Drama
tt1629424,Trump Card,Trump Card,0,2010,\N,Action|Drama|Mystery
tt1629715,Miss Lovely,Miss Lovely,0,2012,113,Crime|Drama|Romance
tt1630282,Sahi Dhandhe Galat Bande,Sahi Dhandhe Galat Bande,0,2011,119,Action|Comedy|Drama
tt1630613,Soch Lo,Soch Lo,0,2010,\N,Action|Crime|Drama
tt1639426,Udaan,Udaan,0,2010,134,Drama
tt1646217,Mr. Singh/Mrs. Mehta,Mr. Singh/Mrs. Mehta,0,2010,118,Drama
tt1649760,The Film Emotional Atyachar,The Film Emotional Atyachar,0,2010,87,Comedy|Crime|Drama
tt1663647,Help,Help,0,2010,109,Horror|Thriller
tt1666184,Turning 30!!!,Turning 30!!!,0,2011,121,Comedy|Drama|Romance
tt1667076,F.A.L.T.U,F.A.L.T.U,0,2011,120,Comedy|Drama
tt1667838,I Hate Luv Storys,I Hate Luv Storys,0,2010,129,Comedy|Drama|Romance
tt1673411,Kushti,Kushti,0,2010,121,Comedy
tt1680317,Will You Marry Me,Will You Marry Me,0,\N,\N,Drama
tt1694542,Tanu Weds Manu,Tanu Weds Manu,0,2011,113,Comedy|Drama|Romance
tt1695793,Love U... Mr. Kalakaar!,Love U... Mr. Kalakaar!,0,2011,152,Drama|Romance
tt1696191,Tere Mere Phere,Tere Mere Phere,0,2011,120,Comedy|Drama|Romance
tt1703958,Ek Main Aur Ekk Tu,Ek Main Aur Ekk Tu,0,2012,110,Comedy|Drama|Romance
tt1704680,A Decent Arrangement,A Decent Arrangement,0,2011,96,Comedy|Drama
tt1706317,Tezz,Tezz,0,2012,121,Action|Crime|Drama
tt1708453,Aakrosh,Aakrosh,0,2010,115,Action|Crime|Thriller
tt1714832,Do Dooni Chaar,Do Dooni Chaar,0,2010,112,Comedy|Drama
tt1720254,Thank You,Thank You,0,2011,125,Comedy
tt1722425,Antardwand,Antardwand,0,2008,114,Drama
tt1727496,Dil Toh Baccha Hai Ji,Dil Toh Baccha Hai Ji,0,2011,143,Comedy|Drama|Romance
tt1728239,Double Dhamaal,Double Dhamaal,0,2011,138,Comedy|Crime|Drama
tt1728986,Bol Bachchan,Bol Bachchan,0,2012,155,Action|Comedy
tt1729637,Bodyguard,Bodyguard,0,2011,130,Action|Comedy|Romance
tt1734110,No One Killed Jessica,No One Killed Jessica,0,2011,136,Biography|Crime|Drama
tt1736552,Breakaway,Breakaway,0,2011,101,Comedy|Drama|Sport
tt1738293,Khichdi: The Movie,Khichdi: The Movie,0,2010,120,Comedy|Family
tt1740710,Mere Brother Ki Dulhan,Mere Brother Ki Dulhan,0,2011,139,Comedy|Family|Romance
tt1742307,Dunno Y Na Jaane Kyun...,Dunno Y Na Jaane Kyun...,0,2010,137,Drama|Romance
tt1744641,Ramayana: The Epic,Ramayana: The Epic,0,2010,98,Adventure|Animation|Family
tt1745753,Life Express,Life Express,0,2010,125,Drama
tt1753640,Crook: It's Good to Be Bad,Crook: It's Good to Be Bad,0,2010,121,Action|Drama|Thriller
tt1772872,Game,Game,0,2011,135,Action|Crime|Drama
tt1773015,Phas Gaye Re Obama,Phas Gaye Re Obama,0,2010,108,Comedy|Crime|Drama
tt1773109,Yamla Pagla Deewana,Yamla Pagla Deewana,0,2011,163,Action|Comedy|Drama
tt1773764,Ship of Theseus,Ship of Theseus,0,2012,140,Drama
tt1781838,Isi Life Mein...!,Isi Life Mein...!,0,2010,139,Comedy|Drama|Romance
tt1784589,Players,Players,0,2012,163,Action|Crime|Thriller
tt1785333,Chittagong,Chittagong,0,2012,105,Action|Drama|War
tt1787988,Talaash,Talaash,0,2012,140,Crime|Drama|Mystery
tt1801521,Khap,Khap,0,2011,125,Drama|Thriller
tt1805263,I Am Kalam,I Am Kalam,0,2010,88,Comedy|Drama|Family
tt1806913,Golmaal Again,Golmaal Again,0,2017,140,Action|Comedy|Fantasy
tt1808221,Kaalo,Kaalo,0,2010,79,Action|Drama|Horror
tt1809399,Utt Pataang,Utt Pataang,0,2011,120,Comedy|Drama
tt1814619,Aashiqui.in,Aashiqui.in,0,2011,109,Drama|Romance
tt1821480,Kahaani,Kahaani,0,2012,122,Mystery|Thriller
tt1821692,United Six,United Six,0,2011,\N,Action|Drama|Thriller
tt1825655,Angel,Angel,0,2011,114,Action|Drama
tt1825801,Hostel,Hostel,0,2011,111,Action|Crime|Drama
tt1826051,Yeh Dooriyan,Yeh Dooriyan,0,2011,107,Drama|Romance
tt1826763,Mumbhai Connection,Mumbhai Connection,0,2011,90,Comedy|Crime|Thriller
tt1828289,Shagird,Shagird,0,2011,143,Action|Crime|Drama
tt1830786,Rascals,Rascals,0,2011,128,Action|Comedy|Crime
tt1833673,Dhoom 3,Dhoom:3,0,2013,172,Action|Thriller
tt1836912,Shaitan,Shaitan,0,2011,121,Action|Crime|Drama
tt1839596,Rockstar,Rockstar,0,2011,159,Drama|Music|Musical
tt1841542,Chillar Party,Chillar Party,0,2011,135,Comedy|Drama|Family
tt1847736,U R My Jaan,U R My Jaan,0,2011,140,Romance
tt1848771,Aarakshan,Aarakshan,0,2011,164,Drama
tt1849718,Agneepath,Agneepath,0,2012,174,Action|Drama
tt1855268,Main Krishna Hoon,Main Krishna Hoon,0,2013,134,Animation|Family|Musical
tt1867064,Strings of Passion,Strings of Passion,0,2014,100,Drama
tt1867070,Teen Thay Bhai,Teen Thay Bhai,0,2011,\N,Comedy|Drama
tt1869296,Bbuddah... Hoga Terra Baap,Bbuddah... Hoga Terra Baap,0,2011,114,Action|Crime|Thriller
tt1877691,Love Breakups Zindagi,Love Breakups Zindagi,0,2011,156,Comedy|Drama|Romance
tt1883121,404: Error Not Found,404: Error Not Found,0,2011,121,Drama|Mystery|Thriller
tt1884268,Chalo Dilli,Chalo Dilli,0,2011,155,Comedy|Drama
tt1886663,Satrangee Parachute,Satrangee Parachute,0,2011,115,Comedy|Drama|Family
tt1887763,Haunted - 3D,Haunted - 3D,0,2011,143,Horror|Mystery|Thriller
tt1887817,Monica,Monica,0,2011,124,Biography|Drama|Thriller
tt1890363,Buddha in a Traffic Jam,Buddha in a Traffic Jam,0,2016,114,Crime|Thriller
tt1890513,Ragini MMS,Ragini MMS,0,2011,93,Drama|Horror|Mystery
tt1891884,Once Upon a Time in Mumbai Dobaara!,Once Upon a Time in Mumbai Dobaara!,0,2013,160,Action|Crime|Drama
tt1895476,Memories in March,Memories in March,0,2010,104,Drama
tt1900937,Mumbai Mast Kallander,Mumbai Mast Kallander,0,2011,\N,Action|Comedy|Crime
tt1907761,Stanley Ka Dabba,Stanley Ka Dabba,0,2011,96,Comedy|Drama|Family
tt1916728,Shor in the City,Shor in the City,0,2010,112,Crime|Drama
tt1918886,Joker,Joker,0,2012,104,Comedy|Family|Sci-Fi
tt1918965,Murder 2,Murder 2,0,2011,127,Action|Drama|Horror
tt1920986,Khuda Kasam,Khuda Kasam,0,2010,160,Action|Crime|Drama
tt1926313,Pyaar Ka Punchnama,Pyaar Ka Punchnama,0,2011,149,Comedy|Drama|Romance
tt1934231,Delhi Belly,Delhi Belly,0,2011,103,Action|Comedy|Crime
tt1937092,Always Kabhi Kabhi,Always Kabhi Kabhi,0,2011,126,Comedy|Crime|Drama
tt1939654,Bheja Fry 2,Bheja Fry 2,0,2011,129,Comedy|Drama
tt1941638,Sadda Adda,Sadda Adda,0,2012,130,Comedy|Drama|Romance
tt1942905,Kucch Luv Jaisaa,Kucch Luv Jaisaa,0,2011,105,Drama
tt1947973,Bin Bulaye Baraati,Bin Bulaye Baraati,0,2011,133,Action|Comedy|Crime
tt1948047,Impatient Vivek,Impatient Vivek,0,2011,\N,Comedy|Drama|Romance
tt1948150,Singham,Singham,0,2011,143,Action|Drama
tt1949548,Heroine,Heroine,0,2012,149,Drama
tt1954206,The Dirty Picture,The Dirty Picture,0,2011,144,Biography|Drama
tt1954470,Gangs of Wasseypur,Gangs of Wasseypur,0,2012,321,Action|Comedy|Crime
tt1954470,Gangs of Wasseypur,Gangs of Wasseypur,0,2012,321,Action|Comedy|Crime
tt1954598,Ladies vs. Ricky Bahl,Ladies vs. Ricky Bahl,0,2011,140,Comedy|Drama|Romance
tt1956433,Ata Pata Lapatta,Ata Pata Lapatta,0,2012,120,Comedy|Musical
tt1961530,Tell Me O Kkhuda,Tell Me O Kkhuda,0,2011,125,Action|Crime|Drama
tt1971310,5 Weddings,5 Weddings,0,2018,90,Comedy|Drama|Romance
tt1971365,Dangerous Ishq,Dangerous Ishhq,0,2012,130,Fantasy|Mystery|Romance
tt1980970,Gandhi to Hitler,Gandhi to Hitler,0,2011,108,Drama|History|War
tt1980986,Housefull 2,Housefull 2,0,2012,145,Action|Comedy|Musical
tt1985981,Desi Boyz,Desi Boyz,0,2011,122,Comedy|Drama
tt1986040,Ishkq in Paris,Ishkq in Paris,0,2013,95,Comedy|Romance
tt1992138,Force,Force,0,2011,137,Action|Thriller
tt1999935,Not a Love Story,Not a Love Story,0,2011,100,Crime|Drama|Thriller
tt2009592,The Blueberry Hunt,The Blueberry Hunt,0,2016,110,Action|Thriller
tt2012576,Bubble Gum,Bubble Gum,0,2011,116,Drama
tt2016894,Ek Tha Tiger,Ek Tha Tiger,0,2012,132,Action|Romance|Thriller
tt2023645,Phhir,Phhir,0,2011,100,Drama|Mystery|Romance
tt2027138,Kyaa Super Kool Hain Hum,Kyaa Super Kool Hain Hum,0,2012,136,Comedy
tt2032530,Shabri,Shabri,0,2011,\N,Action|Crime|Drama
tt2033947,Aazaan,Aazaan,0,2011,125,Action|Drama|Mystery
tt2034011,Hum Tum Shabana,Hum Tum Shabana,0,2011,126,Comedy|Crime|Drama
tt2057441,Mujhse Fraaandship Karoge,Mujhse Fraaandship Karoge,0,2011,106,Comedy|Romance
tt2063745,Kya Dilli Kya Lahore,Kya Dilli Kya Lahore,0,2014,98,Drama|History|War
tt2066062,Shortcut Romeo,Shortcut Romeo,0,2013,146,Action|Crime|Romance
tt2066925,Mummy Punjabi: Superman Ki Bhi Maa!!,Mummy Punjabi: Superman Ki Bhi Maa!!,0,2011,121,Comedy|Drama
tt2072227,Shanghai,Shanghai,0,2012,120,Crime|Mystery|Thriller
tt2073070,Saheb Biwi Aur Gangster,Saheb Biwi Aur Gangster,0,2011,118,Action|Crime|Drama
tt2082197,Barfi!,Barfi!,0,2012,151,Comedy|Drama|Romance
tt2094854,Inkaar,Inkaar,0,2013,125,Drama|Romance|Thriller
tt2100543,Hum Hai Raahi CAR Ke,Hum Hai Raahi CAR Ke,0,2013,\N,Comedy|Romance
tt2104937,Miley - Naa Miley - Hum,Miley - Naa Miley - Hum,0,2011,114,Comedy|Drama|Romance
tt2106537,Matru ki Bijlee ka Mandola,Matru ki Bijlee ka Mandola,0,2013,151,Comedy|Drama
tt2112124,Chennai Express,Chennai Express,0,2013,141,Action|Comedy
tt2112131,Dabangg 2,Dabangg 2,0,2012,120,Action|Comedy
tt2112978,Jo Hum Chahein,Jo Hum Chahein,0,2011,\N,Drama|Romance
tt2122340,Ferrari Ki Sawaari,Ferrari Ki Sawaari,0,2012,140,Comedy|Drama|Family
tt2126282,Ekk Deewana Tha,Ekk Deewana Tha,0,2012,136,Drama|Romance
tt2130242,Tere Naal Love Ho Gaya,Tere Naal Love Ho Gaya,0,2012,130,Comedy|Drama|Romance
tt2137241,Rock On 2,Rock On 2,0,2016,143,Drama|Music
tt2140465,Tanu Weds Manu Returns,Tanu Weds Manu Returns,0,2015,128,Comedy|Drama|Romance
tt2140465,Tanu Weds Manu Returns,Tanu Weds Manu Returns,0,2015,128,Comedy|Drama|Romance
tt2150177,Brother Superhit!,Bhaiaji Superhit,0,2018,139,Action|Comedy|Drama
tt2156785,Gattu,Gattu,0,2011,90,Drama
tt2158633,Married 2 America,Married 2 America,0,2012,\N,Thriller
tt2164702,Zindagi Tere Naam,Zindagi Tere Naam,0,2012,120,Romance
tt2168910,Cocktail,Cocktail,0,2012,146,Comedy|Drama|Romance
tt2171454,Zila Ghaziabad,Zila Ghaziabad,0,2013,142,Action|Crime|Thriller
tt2172071,Student of the Year,Student of the Year,0,2012,146,Comedy|Drama|Romance
tt2175671,Ghost,Ghost,0,2012,118,Horror
tt2176013,Jab Tak Hai Jaan,Jab Tak Hai Jaan,0,2012,176,Drama|Romance
tt2178470,Yeh Jawaani Hai Deewani,Yeh Jawaani Hai Deewani,0,2013,160,Comedy|Drama|Musical
tt2178508,Son of Sardaar,Son of Sardaar,0,2012,141,Action|Comedy
tt2181831,Shahid,Shahid,0,2012,129,Biography|Crime|Drama
tt2181931,English Vinglish,English Vinglish,0,2012,134,Comedy|Drama|Family
tt2184125,Chaalis Chauraasi,Chaalis Chauraasi,0,2012,120,Comedy|Crime
tt2185084,From Sydney with Love,From Sydney with Love,0,2012,\N,Comedy|Romance
tt2186731,Department,Department,0,2012,141,Action|Crime|Thriller
tt2187972,Shirin Farhad Ki Toh Nikal Padi,Shirin Farhad Ki Toh Nikal Padi,0,2012,111,Romance
tt2188805,Login,Login,0,2012,125,Drama|Thriller
tt2188811,Luv U Soniyo,Luv U Soniyo,0,2012,144,Comedy|Romance
tt2188893,Staying Alive,Staying Alive,0,2012,89,Drama
tt2190820,Charlie Kay Chakkar Mein,Charlie Kay Chakkar Mein,0,2015,102,Thriller
tt2191164,Station,Station,0,2014,103,Crime|Drama|Thriller
tt2191641,Chaar Din Ki Chandni,Chaar Din Ki Chandni,0,2012,131,Comedy|Romance
tt2191721,Jodi Breakers,Jodi Breakers,0,2012,127,Comedy|Musical|Romance
tt2196638,Gulabi Gang,Gulabi Gang,0,2012,96,Documentary
tt2198235,Monsoon Shootout,Monsoon Shootout,0,2013,92,Action|Crime|Drama
tt2199711,Vishwaroopam,Vishwaroopam,0,2013,148,Action|Thriller
tt2202086,Ab Tak Chhappan 2,Ab Tak Chhappan 2,0,2015,106,Action|Crime|Thriller
tt2203308,Aashiqui 2,Aashiqui 2,0,2013,132,Drama|Music|Musical
tt2208248,Machhli Jal Ki Rani Hai,Machhli Jal Ki Rani Hai,0,2014,120,Horror
tt2211133,Valentine's Night,Valentine's Night,0,2012,\N,Romance|Thriller
tt2213054,Kai po che!,Kai po che!,0,2013,120,Drama|Sport
tt2215163,Issaq,Issaq,0,2013,148,Drama|Romance
tt2215477,Goliyon Ki Rasleela Ram-Leela,Goliyon Ki Rasleela Ram-Leela,0,2013,150,Drama|Musical|Romance
tt2216852,Main Aur Mr. Riight,Main Aur Mr. Riight,0,2014,130,Comedy|Romance
tt2222550,1920: Evil Returns,1920: Evil Returns,0,2012,124,Drama|Horror|Romance
tt2222716,Baat Bann Gayi,Baat Bann Gayi,0,2013,108,Comedy|Romance
tt2224313,Listen... Amaya,Listen... Amaya,0,2013,108,Drama
tt2224317,Lootera,Lootera,0,2013,136,Drama|Romance
tt2229842,Table No. 21,Table No.21,0,2013,108,Adventure|Thriller
tt2229848,Chashme Baddoor,Chashme Baddoor,0,2013,121,Comedy|Drama
tt2232524,Mere Dost Picture Abhi Baaki Hai,Mere Dost Picture Abhi Baaki Hai,0,2012,180,Comedy
tt2243336,Aalaap,Aalaap,0,2012,116,Sci-Fi
tt2246595,Blood Money,Blood Money,0,2012,109,Action|Drama|Thriller
tt2246724,Ghanchakkar,Ghanchakkar,0,2013,137,Comedy|Crime|Thriller
tt2251552,Challo Driver,Challo Driver,0,2012,95,Comedy
tt2255934,Aiyyaa,Aiyyaa,0,2012,152,Comedy|Romance
tt2256514,Rush,Rush,0,2012,110,Crime|Thriller
tt2265191,Bumboo,Bumboo,0,2012,126,Comedy
tt2275794,Gori Tere Pyaar Mein!,Gori Tere Pyaar Mein!,0,2013,150,Comedy|Drama|Romance
tt2275802,Satyagraha,Satyagraha,0,2013,152,Drama
